# PA_bin	RadialBinCenter[kpc]	PA[deg]	RM[rad/m^2]
9	255.00	172.5136	-21.9841
9	255.00	173.1283	-28.2426
9	255.00	172.5249	-18.0146
9	255.00	173.7597	-2.8848
9	255.00	169.7034	-5.9453
9	255.00	171.2427	-23.0502
10	285.00	19.1630	38.3739
10	285.00	25.8932	42.5451
10	285.00	27.2256	4.2327
10	285.00	38.2979	-51.3574
10	285.00	38.2907	-61.3517
10	285.00	28.3336	-9.6591
10	285.00	33.6027	0.9441
10	285.00	34.0628	-28.6215
10	285.00	33.0774	12.7947
10	285.00	33.1295	9.0417
10	285.00	37.9565	3.1267
10	285.00	45.2808	-30.4480
10	285.00	37.2125	-21.9992
10	285.00	192.0878	5.0132
10	285.00	192.1055	-6.8022
10	285.00	192.0024	-1.8200
10	285.00	187.4854	3.2819
10	285.00	192.3443	-17.0618
10	285.00	192.2935	-46.4723
10	285.00	187.4515	5.2375
10	285.00	189.6347	11.9384
10	285.00	183.7345	34.1393
10	285.00	183.9782	58.4173
10	285.00	183.8408	-17.3154
10	285.00	185.4947	5.6263
10	285.00	184.7016	23.3357
10	285.00	182.2653	-15.5208
10	285.00	183.3761	28.9116
10	285.00	180.4096	-10.3562
10	285.00	180.9422	8.0148
10	285.00	178.5354	-1.0517
10	285.00	181.0629	5.8175
10	285.00	180.6294	-17.4030
10	285.00	180.1807	43.5806
10	285.00	178.5278	7.2136
10	285.00	178.0685	1.7739
10	285.00	175.8211	42.1288
10	285.00	176.7293	20.0556
10	285.00	174.6923	-4.5646
10	285.00	173.2682	-32.8912
10	285.00	172.5739	0.1297
10	285.00	170.7463	2.5580
